date,year,month,month_name,week,day_of_week,day_name,quarter,is_weekend
2011-04-19,2011,4,April,16,1,Tuesday,2,0
2011-04-20,2011,4,April,16,2,Wednesday,2,0
2011-04-21,2011,4,April,16,3,Thursday,2,0
2011-04-22,2011,4,April,16,4,Friday,2,0
2011-04-23,2011,4,April,16,5,Saturday,2,1
2011-04-24,2011,4,April,16,6,Sunday,2,1
2011-04-25,2011,4,April,17,0,Monday,2,0
2011-04-26,2011,4,April,17,1,Tuesday,2,0
2011-04-27,2011,4,April,17,2,Wednesday,2,0
2011-04-28,2011,4,April,17,3,Thursday,2,0
2011-04-29,2011,4,April,17,4,Friday,2,0
2011-04-30,2011,4,April,17,5,Saturday,2,1
2011-05-01,2011,5,May,17,6,Sunday,2,1
2011-05-02,2011,5,May,18,0,Monday,2,0
2011-05-03,2011,5,May,18,1,Tuesday,2,0
2011-05-04,2011,5,May,18,2,Wednesday,2,0
2011-05-05,2011,5,May,18,3,Thursday,2,0
2011-05-06,2011,5,May,18,4,Friday,2,0
2011-05-07,2011,5,May,18,5,Saturday,2,1
2011-05-08,2011,5,May,18,6,Sunday,2,1
2011-05-09,2011,5,May,19,0,Monday,2,0
2011-05-10,2011,5,May,19,1,Tuesday,2,0
2011-05-11,2011,5,May,19,2,Wednesday,2,0
2011-05-12,2011,5,May,19,3,Thursday,2,0
2011-05-13,2011,5,May,19,4,Friday,2,0
2011-05-14,2011,5,May,19,5,Saturday,2,1
2011-05-15,2011,5,May,19,6,Sunday,2,1
2011-05-16,2011,5,May,20,0,Monday,2,0
2011-05-17,2011,5,May,20,1,Tuesday,2,0
2011-05-18,2011,5,May,20,2,Wednesday,2,0
2011-05-19,2011,5,May,20,3,Thursday,2,0
2011-05-20,2011,5,May,20,4,Friday,2,0
2011-05-21,2011,5,May,20,5,Saturday,2,1
2011-05-22,2011,5,May,20,6,Sunday,2,1
2011-05-23,2011,5,May,21,0,Monday,2,0
2011-05-24,2011,5,May,21,1,Tuesday,2,0
2011-05-25,2011,5,May,21,2,Wednesday,2,0
2011-05-26,2011,5,May,21,3,Thursday,2,0
2011-05-27,2011,5,May,21,4,Friday,2,0
2011-05-28,2011,5,May,21,5,Saturday,2,1
2011-05-29,2011,5,May,21,6,Sunday,2,1
2011-05-30,2011,5,May,22,0,Monday,2,0
2011-05-31,2011,5,May,22,1,Tuesday,2,0
2011-06-01,2011,6,June,22,2,Wednesday,2,0
2011-06-02,2011,6,June,22,3,Thursday,2,0
2011-06-03,2011,6,June,22,4,Friday,2,0
2011-06-04,2011,6,June,22,5,Saturday,2,1
2011-06-05,2011,6,June,22,6,Sunday,2,1
2011-06-06,2011,6,June,23,0,Monday,2,0
2011-06-07,2011,6,June,23,1,Tuesday,2,0
2011-06-08,2011,6,June,23,2,Wednesday,2,0
2011-06-09,2011,6,June,23,3,Thursday,2,0
2011-06-10,2011,6,June,23,4,Friday,2,0
2011-06-11,2011,6,June,23,5,Saturday,2,1
2011-06-12,2011,6,June,23,6,Sunday,2,1
2011-06-13,2011,6,June,24,0,Monday,2,0
2011-06-14,2011,6,June,24,1,Tuesday,2,0
2011-06-15,2011,6,June,24,2,Wednesday,2,0
2011-06-16,2011,6,June,24,3,Thursday,2,0
2011-06-17,2011,6,June,24,4,Friday,2,0
2011-06-18,2011,6,June,24,5,Saturday,2,1
2011-06-19,2011,6,June,24,6,Sunday,2,1
2011-06-20,2011,6,June,25,0,Monday,2,0
2011-06-21,2011,6,June,25,1,Tuesday,2,0
2011-06-22,2011,6,June,25,2,Wednesday,2,0
2011-06-23,2011,6,June,25,3,Thursday,2,0
2011-06-24,2011,6,June,25,4,Friday,2,0
2011-06-25,2011,6,June,25,5,Saturday,2,1
2011-06-26,2011,6,June,25,6,Sunday,2,1
2011-06-27,2011,6,June,26,0,Monday,2,0
2011-06-28,2011,6,June,26,1,Tuesday,2,0
2011-06-29,2011,6,June,26,2,Wednesday,2,0
2011-06-30,2011,6,June,26,3,Thursday,2,0
2011-07-01,2011,7,July,26,4,Friday,3,0
2011-07-02,2011,7,July,26,5,Saturday,3,1
2011-07-03,2011,7,July,26,6,Sunday,3,1
2011-07-04,2011,7,July,27,0,Monday,3,0
2011-07-05,2011,7,July,27,1,Tuesday,3,0
2011-07-06,2011,7,July,27,2,Wednesday,3,0
2011-07-07,2011,7,July,27,3,Thursday,3,0
2011-07-08,2011,7,July,27,4,Friday,3,0
2011-07-09,2011,7,July,27,5,Saturday,3,1
2011-07-10,2011,7,July,27,6,Sunday,3,1
2011-07-11,2011,7,July,28,0,Monday,3,0
2011-07-12,2011,7,July,28,1,Tuesday,3,0
2011-07-13,2011,7,July,28,2,Wednesday,3,0
2011-07-14,2011,7,July,28,3,Thursday,3,0
2011-07-15,2011,7,July,28,4,Friday,3,0
2011-07-16,2011,7,July,28,5,Saturday,3,1
2011-07-17,2011,7,July,28,6,Sunday,3,1
2011-07-18,2011,7,July,29,0,Monday,3,0
2011-07-19,2011,7,July,29,1,Tuesday,3,0
2011-07-20,2011,7,July,29,2,Wednesday,3,0
2011-07-21,2011,7,July,29,3,Thursday,3,0
2011-07-22,2011,7,July,29,4,Friday,3,0
2011-07-23,2011,7,July,29,5,Saturday,3,1
2011-07-24,2011,7,July,29,6,Sunday,3,1
2011-07-25,2011,7,July,30,0,Monday,3,0
2011-07-26,2011,7,July,30,1,Tuesday,3,0
2011-07-27,2011,7,July,30,2,Wednesday,3,0
2011-07-28,2011,7,July,30,3,Thursday,3,0
2011-07-29,2011,7,July,30,4,Friday,3,0
2011-07-30,2011,7,July,30,5,Saturday,3,1
2011-07-31,2011,7,July,30,6,Sunday,3,1
2011-08-01,2011,8,August,31,0,Monday,3,0
2011-08-02,2011,8,August,31,1,Tuesday,3,0
2011-08-03,2011,8,August,31,2,Wednesday,3,0
2011-08-04,2011,8,August,31,3,Thursday,3,0
2011-08-05,2011,8,August,31,4,Friday,3,0
2011-08-06,2011,8,August,31,5,Saturday,3,1
2011-08-07,2011,8,August,31,6,Sunday,3,1
2011-08-08,2011,8,August,32,0,Monday,3,0
2011-08-09,2011,8,August,32,1,Tuesday,3,0
2011-08-10,2011,8,August,32,2,Wednesday,3,0
2011-08-11,2011,8,August,32,3,Thursday,3,0
2011-08-12,2011,8,August,32,4,Friday,3,0
2011-08-13,2011,8,August,32,5,Saturday,3,1
2011-08-14,2011,8,August,32,6,Sunday,3,1
2011-08-15,2011,8,August,33,0,Monday,3,0
2011-08-16,2011,8,August,33,1,Tuesday,3,0
2011-08-17,2011,8,August,33,2,Wednesday,3,0
2011-08-18,2011,8,August,33,3,Thursday,3,0
2011-08-19,2011,8,August,33,4,Friday,3,0
2011-08-20,2011,8,August,33,5,Saturday,3,1
2011-08-21,2011,8,August,33,6,Sunday,3,1
2011-08-22,2011,8,August,34,0,Monday,3,0
2011-08-23,2011,8,August,34,1,Tuesday,3,0
2011-08-24,2011,8,August,34,2,Wednesday,3,0
2011-08-25,2011,8,August,34,3,Thursday,3,0
2011-08-26,2011,8,August,34,4,Friday,3,0
2011-08-27,2011,8,August,34,5,Saturday,3,1
2011-08-28,2011,8,August,34,6,Sunday,3,1
2011-08-29,2011,8,August,35,0,Monday,3,0
2011-08-30,2011,8,August,35,1,Tuesday,3,0
2011-08-31,2011,8,August,35,2,Wednesday,3,0
2011-09-01,2011,9,September,35,3,Thursday,3,0
2011-09-02,2011,9,September,35,4,Friday,3,0
2011-09-03,2011,9,September,35,5,Saturday,3,1
2011-09-04,2011,9,September,35,6,Sunday,3,1
2011-09-05,2011,9,September,36,0,Monday,3,0
2011-09-06,2011,9,September,36,1,Tuesday,3,0
2011-09-07,2011,9,September,36,2,Wednesday,3,0
2011-09-08,2011,9,September,36,3,Thursday,3,0
2011-09-09,2011,9,September,36,4,Friday,3,0
2011-09-10,2011,9,September,36,5,Saturday,3,1
2011-09-11,2011,9,September,36,6,Sunday,3,1
2011-09-12,2011,9,September,37,0,Monday,3,0
2011-09-13,2011,9,September,37,1,Tuesday,3,0
2011-09-14,2011,9,September,37,2,Wednesday,3,0
2011-09-15,2011,9,September,37,3,Thursday,3,0
2011-09-16,2011,9,September,37,4,Friday,3,0
2011-09-17,2011,9,September,37,5,Saturday,3,1
2011-09-18,2011,9,September,37,6,Sunday,3,1
2011-09-19,2011,9,September,38,0,Monday,3,0
2011-09-20,2011,9,September,38,1,Tuesday,3,0
2011-09-21,2011,9,September,38,2,Wednesday,3,0
2011-09-22,2011,9,September,38,3,Thursday,3,0
2011-09-23,2011,9,September,38,4,Friday,3,0
2011-09-24,2011,9,September,38,5,Saturday,3,1
2011-09-25,2011,9,September,38,6,Sunday,3,1
2011-09-26,2011,9,September,39,0,Monday,3,0
2011-09-27,2011,9,September,39,1,Tuesday,3,0
2011-09-28,2011,9,September,39,2,Wednesday,3,0
2011-09-29,2011,9,September,39,3,Thursday,3,0
2011-09-30,2011,9,September,39,4,Friday,3,0
2011-10-01,2011,10,October,39,5,Saturday,4,1
2011-10-02,2011,10,October,39,6,Sunday,4,1
2011-10-03,2011,10,October,40,0,Monday,4,0
2011-10-04,2011,10,October,40,1,Tuesday,4,0
2011-10-05,2011,10,October,40,2,Wednesday,4,0
2011-10-06,2011,10,October,40,3,Thursday,4,0
2011-10-07,2011,10,October,40,4,Friday,4,0
2011-10-08,2011,10,October,40,5,Saturday,4,1
2011-10-09,2011,10,October,40,6,Sunday,4,1
2011-10-10,2011,10,October,41,0,Monday,4,0
2011-10-11,2011,10,October,41,1,Tuesday,4,0
2011-10-12,2011,10,October,41,2,Wednesday,4,0
2011-10-13,2011,10,October,41,3,Thursday,4,0
2011-10-14,2011,10,October,41,4,Friday,4,0
2011-10-15,2011,10,October,41,5,Saturday,4,1
2011-10-16,2011,10,October,41,6,Sunday,4,1
2011-10-17,2011,10,October,42,0,Monday,4,0
2011-10-18,2011,10,October,42,1,Tuesday,4,0
2011-10-19,2011,10,October,42,2,Wednesday,4,0
2011-10-20,2011,10,October,42,3,Thursday,4,0
2011-10-21,2011,10,October,42,4,Friday,4,0
2011-10-22,2011,10,October,42,5,Saturday,4,1
2011-10-23,2011,10,October,42,6,Sunday,4,1
2011-10-24,2011,10,October,43,0,Monday,4,0
2011-10-25,2011,10,October,43,1,Tuesday,4,0
2011-10-26,2011,10,October,43,2,Wednesday,4,0
2011-10-27,2011,10,October,43,3,Thursday,4,0
2011-10-28,2011,10,October,43,4,Friday,4,0
2011-10-29,2011,10,October,43,5,Saturday,4,1
2011-10-30,2011,10,October,43,6,Sunday,4,1
2011-10-31,2011,10,October,44,0,Monday,4,0
2011-11-01,2011,11,November,44,1,Tuesday,4,0
2011-11-02,2011,11,November,44,2,Wednesday,4,0
2011-11-03,2011,11,November,44,3,Thursday,4,0
2011-11-04,2011,11,November,44,4,Friday,4,0
2011-11-05,2011,11,November,44,5,Saturday,4,1
2011-11-06,2011,11,November,44,6,Sunday,4,1
2011-11-07,2011,11,November,45,0,Monday,4,0
2011-11-08,2011,11,November,45,1,Tuesday,4,0
2011-11-09,2011,11,November,45,2,Wednesday,4,0
2011-11-10,2011,11,November,45,3,Thursday,4,0
2011-11-11,2011,11,November,45,4,Friday,4,0
2011-11-12,2011,11,November,45,5,Saturday,4,1
2011-11-13,2011,11,November,45,6,Sunday,4,1
2011-11-14,2011,11,November,46,0,Monday,4,0
2011-11-15,2011,11,November,46,1,Tuesday,4,0
2011-11-16,2011,11,November,46,2,Wednesday,4,0
2011-11-17,2011,11,November,46,3,Thursday,4,0
2011-11-18,2011,11,November,46,4,Friday,4,0
2011-11-19,2011,11,November,46,5,Saturday,4,1
2011-11-20,2011,11,November,46,6,Sunday,4,1
2011-11-21,2011,11,November,47,0,Monday,4,0
2011-11-22,2011,11,November,47,1,Tuesday,4,0
2011-11-23,2011,11,November,47,2,Wednesday,4,0
2011-11-24,2011,11,November,47,3,Thursday,4,0
2011-11-25,2011,11,November,47,4,Friday,4,0
2011-11-26,2011,11,November,47,5,Saturday,4,1
2011-11-27,2011,11,November,47,6,Sunday,4,1
2011-11-28,2011,11,November,48,0,Monday,4,0
2011-11-29,2011,11,November,48,1,Tuesday,4,0
2011-11-30,2011,11,November,48,2,Wednesday,4,0
2011-12-01,2011,12,December,48,3,Thursday,4,0
2011-12-02,2011,12,December,48,4,Friday,4,0
2011-12-03,2011,12,December,48,5,Saturday,4,1
2011-12-04,2011,12,December,48,6,Sunday,4,1
2011-12-05,2011,12,December,49,0,Monday,4,0
2011-12-06,2011,12,December,49,1,Tuesday,4,0
2011-12-07,2011,12,December,49,2,Wednesday,4,0
2011-12-08,2011,12,December,49,3,Thursday,4,0
2011-12-09,2011,12,December,49,4,Friday,4,0
